Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating
Peter Jacksons King Kong: The Official Game of the Movie;PSP;2005;Action;Ubisoft;0.16;0.01;0;0.02;0.19;56;10;6.4;22;T
Shrek: Forever After;PS3;2010;Platform;Activision;0.16;0.02;0;0.02;0.19;57;11;4.5;6;E10+
Godzilla (2015);PS4;2014;Action;Namco Bandai Games;0.11;0.03;0.03;0.03;0.19; ; ; ; ;
Aliens versus Predator: Extinction;PS2;2003;Strategy;Electronic Arts;0.09;0.07;0;0.02;0.19;66;17;8.4;30;T
The Spiderwick Chronicles;Wii;2008;Action;Vivendi Games;0.17;0;0;0.01;0.19;62;13; ; ;E10+
Silent Scope 2: Dark Silhouette;PS2;2001;Shooter;Konami Digital Entertainment;0.09;0.07;0;0.02;0.19;64;17; ; ;M
Dave Mirra Freestyle BMX 2;GBA;2001;Sports;Acclaim Entertainment;0.14;0.05;0;0;0.19;85;7; ; ;E
Senran Kagura: Estival Versus;PS4;2015;Action;Marvelous Interactive;0.09;0;0.08;0.02;0.19;67;25;8;96;M
X-Men Origins: Wolverine;PSP;2009;Action;Activision;0.13;0.03;0;0.03;0.19;60;6;7.5;12;T
Jikkyou Powerful Pro Yakyuu 96 Kaimakuban;SNES;1996;Sports;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;
Marvel Super Hero Squad: Comic Combat;PS3;2011;Action;THQ;0.11;0.05;0;0.03;0.19; ; ; ; ;E10+
NHL Hitz Pro;PS2;2003;Sports;Midway Games;0.09;0.07;0;0.02;0.19;79;23;8.9;13;E
Tokimeki Memorial Girls Side 3rd Story;DS;2010;Adventure;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;
Allied General;PS;1996;Strategy;SSI;0.11;0.07;0;0.01;0.19; ; ; ; ;
Space Invaders Extreme 2;DS;2009;Shooter;Square Enix;0.17;0.01;0;0.01;0.19;82;38;7.1;8;E
Fire ProWrestling G;PS;1999;Fighting;Human Entertainment;0;0;0.18;0.01;0.19; ; ; ; ;
Kamen Rider: Battride War;PS3;2013;Action;Namco Bandai Games;0;0;0.19;0;0.19; ; ; ; ;
Need for Speed: The Run;3DS;2011;Action;Electronic Arts;0.09;0.09;0;0.02;0.19;65;9;6;26;E10+
The Sims 4: City Living;PC;2016;Simulation;Electronic Arts;0.03;0.15;0;0.01;0.19;78;13;6.3;40;T
Metal Gear Solid V: The Phantom Pain;X360;2015;Action;Konami Digital Entertainment;0.13;0.04;0;0.02;0.19; ; ;7.2;162;M
Payday 2;XOne;2015;Shooter;505 Games;0.11;0.07;0;0.02;0.19; ; ; ; ;
Supreme Commander 2;PC;2010;Strategy;Square Enix;0;0.15;0;0.04;0.19;77;54;6.2;803;E10+
Avatar: The Last Airbender - Into the Inferno;Wii;2008;Adventure;THQ;0.17;0.01;0;0.01;0.19; ; ; ; ;
Dawn of Discovery;Wii;2009;Simulation;Ubisoft;0.12;0.06;0;0.02;0.19;81;24;8.5;15;E10+
Quantum Theory;PS3;2010;Shooter;Tecmo Koei;0.05;0.09;0.02;0.03;0.19;43;34;5.3;21;M
Naruto: Ninja Destiny;DS;2006;Fighting;Namco Bandai Games;0.02;0.01;0.16;0;0.19;61;22;4.4;10;T
GunGriffon;SAT;1995;Simulation;Sega;0;0;0.19;0;0.19; ; ; ; ;
The Lord of the Rings: War in the North;PC;2011;Action;Warner Bros. Interactive Entertainment;0.05;0.11;0;0.03;0.19;66;21;7.1;293;M
SNK Arcade Classics Vol. 1;PS2;2008;Misc;Ignition Entertainment;0.09;0.07;0;0.02;0.19;69;16; ; ;T
SingStar Pop Vol.2;PS2;2008;Misc;Sony Computer Entertainment;0.09;0.07;0;0.02;0.19; ; ; ; ;
Darkstalkers 3;PS;1998;Fighting;Capcom;0.11;0.07;0;0.01;0.19; ; ; ; ;
International Cricket 2010;PS3;2010;Sports;Codemasters;0;0.15;0;0.04;0.19; ; ; ; ;
Frequency;PS2;2001;Misc;Sony Computer Entertainment;0.09;0.07;0;0.02;0.19;83;26;9;29;E
Inazuma Eleven Strikers 2012 Xtreme;Wii;2011;Role-Playing;Level 5;0;0;0.19;0;0.19; ; ; ; ;
The Polar Express;GBA;2004;Adventure;THQ;0.14;0.05;0;0;0.19; ; ; ; ;E
SpongeBob SquigglePants 3D;3DS;2011;Misc;THQ;0.13;0.05;0;0.02;0.19;64;8;5.8;9;E
2002 FIFA World Cup;X;2002;Sports;Electronic Arts;0.14;0.04;0;0.01;0.19;79;17;9;4;E
South Park: The Stick of Truth;PC;2014;Role-Playing;Ubisoft;0.07;0.1;0;0.01;0.19;85;48;8.6;1747;M
Jampack: Summer 2003 (RP-T);PS2;2003;Misc;Sony Computer Entertainment;0.09;0.07;0;0.02;0.19; ; ; ; ;
Froggers Adventures 2: The Lost Wand;GBA;2002;Adventure;Konami Digital Entertainment;0.14;0.05;0;0;0.19;75;4; ; ;E
Hot Wheels: Track Attack;Wii;2010;Racing;THQ;0.14;0.03;0;0.01;0.19; ; ; ; ;E
Majin and the Forsaken Kingdom;X360;2010;Adventure;Namco Bandai Games;0.14;0.03;0;0.01;0.19;74;46;8.1;24;T
Sudeki;X;2004;Role-Playing;Microsoft Game Studios;0.14;0.04;0;0.01;0.19;72;75;8.4;49;M
Silent Hill HD Collection;X360;2012;Action;Konami Digital Entertainment;0.11;0.06;0.01;0.02;0.19;69;17;5.6;99;M
Arc Rise Fantasia;Wii;2009;Role-Playing;Marvelous Interactive;0.12;0;0.06;0.01;0.19;64;26;7.8;43;T
Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan Boku to Himitsu no Chizu;PSP;2009;Adventure;Sony Computer Entertainment;0;0;0.19;0;0.19; ; ; ; ;
SpongeBos Surf & Skate Roadtrip;X360;2011;Action;THQ;0.15;0.03;0;0.01;0.19; ; ; ; ;
Hexen;N64;1996;Shooter;GT Interactive;0.15;0.04;0;0;0.19; ; ; ; ;
Sesame Street: Elmos Number Journey;N64;1999;Misc;NewKidCo;0.15;0.04;0;0;0.19; ; ; ; ;
Quake;N64;1998;Shooter;GT Interactive;0.15;0.04;0;0;0.19; ; ; ; ;
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales);N64;1996;Sports;Imagineer;0;0;0.19;0;0.19; ; ; ; ;
Puyo Puyo Sun 64;N64;1997;Puzzle;Compile;0;0;0.16;0.03;0.19; ; ; ; ;
AeroFighters Assault;N64;1997;Action;Video System;0.15;0.04;0;0;0.19; ; ; ; ;
Mace: The Dark Age;N64;1997;Fighting;GT Interactive;0.15;0.04;0;0;0.19; ; ; ; ;
Tottadoo! Yoiko no Mujintou Seikatsu;DS;2008;Adventure;Namco Bandai Games;0;0;0.19;0;0.19; ; ; ; ;
Teenage Mutant Ninja Turtles 2: Battle Nexus;GC;2004;Action;Konami Digital Entertainment;0.15;0.04;0;0.01;0.19;49;16;4.6;7;T
Atelier Shallie: Alchemists of the Dusk Sea;PS3;2014;Role-Playing;Tecmo Koei;0.06;0.03;0.08;0.02;0.19;76;26;7.8;45;E10+
Barbie Horse Adventures: Riding Camp;PS2;2008;Sports;Activision;0.09;0.07;0;0.02;0.19; ; ; ; ;E
MLB 12: The Show;PSV;2012;Sports;Sony Computer Entertainment;0.17;0;0;0.02;0.19;76;15;7.8;42;E
SSX Tricky;GBA;2002;Sports;Electronic Arts;0.14;0.05;0;0;0.19;66;9; ; ;E
WWE All Stars;Wii;2011;Fighting;THQ;0.1;0.07;0;0.02;0.19;68;11;7;8;T
Kenka Banchou 4: Ichinen Sensou;PSP;2010;Action;Spike;0;0;0.19;0;0.19; ; ; ; ;
Warhammer: Shadow of the Horned Rat;PS;1996;Strategy;Mindscape;0.11;0.07;0;0.01;0.19; ; ; ; ;
Spider-Man: Shattered Dimensions;DS;2010;Action;Activision;0.17;0.01;0;0.01;0.19;73;13;7;6;E10+
NBA 2K11;PC;2010;Action;Take-Two Interactive;0.18;0;0;0.01;0.19;82;6;8.6;37;E
Pet Zombies;3DS;2011;Simulation;Majesco Entertainment;0.18;0;0;0.01;0.19; ; ; ; ;T
Pro Yakyuu Team o Tsukurou!;DS;2008;Sports;Sega;0;0;0.19;0;0.19; ; ; ; ;
Mystery Tales of Time Travel;DS;2010;Puzzle;Foreign Media Games;0.01;0.15;0;0.02;0.19; ; ; ; ;
FaceBreaker;X360;2008;Fighting;Electronic Arts;0.15;0.02;0;0.02;0.19;54;57;6.3;19;T
ESPN International Track & Field;PS2;2000;Sports;Konami Digital Entertainment;0.09;0.07;0;0.02;0.19; ; ; ; ;
Injustice: Gods Among Us;WiiU;2013;Fighting;Warner Bros. Interactive Entertainment;0.09;0.08;0;0.02;0.19;82;5;8;113;T
Tomb Raider: Underworld;DS;2008;Action;Eidos Interactive;0.15;0.02;0;0.01;0.19;70;9;8.4;10;T
Lunar Legend;GBA;2002;Role-Playing;Media Rings;0.14;0.05;0;0;0.19;79;20;7.8;8;E
Conflict: Global Terror;PS2;2005;Shooter;Eidos Interactive;0.09;0.07;0;0.02;0.19;62;15;8.5;10;M
Jikkyou Powerful Pro Baseball 2016;PSV;2016;Sports;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion;PS2;2006;Misc;D3Publisher;0;0;0.19;0;0.19; ; ; ; ;
NASCAR Unleashed;3DS;2011;Racing;Activision;0.18;0;0;0.01;0.19; ; ; ; ;E
How to Train Your Dragon 2;Wii;2014;Adventure;Little Orbit;0.04;0.14;0;0.01;0.19; ; ; ; ;E10+
Nobunaga no Yabou: Souzou;PS3;2013;Strategy;Tecmo Koei;0;0;0.19;0;0.19; ; ; ; ;
Death Jr.;PSP;2005;Platform;Konami Digital Entertainment;0.17;0;0;0.01;0.19;61;40;7.3;21;T
Hulk;GC;2003;Action;Universal Interactive;0.15;0.04;0;0.01;0.19;71;26;7.4;7;T
Boogie;PS2;2007;Misc;Electronic Arts;0.09;0.07;0;0.02;0.19;52;12; ; ;E10+
Arcade Shooting Gallery;Wii;2008;Shooter;Zoo Games;0.18;0;0;0.01;0.19; ; ; ; ;E10+
Gungrave;PS2;2002;Shooter;Activision;0.09;0.07;0;0.02;0.19;65;28;8.6;16;M
Phantasy Star Universe;PS2;2006;Role-Playing;Sega;0;0;0.19;0;0.19;68;18;8.5;23;T
Schlag den Raa;Wii;2010;Misc;Namco Bandai Games;0;0.16;0;0.02;0.19; ; ; ; ;
Transworld Surf;PS2;2002;Sports;Atari;0.09;0.07;0;0.02;0.19;76;15;8.5;6;T
Metro: Last Light;PC;2013;Action;Deep Silver;0.06;0.11;0;0.02;0.19;82;71;8.6;2664;M
FIFA 14;PSP;2013;Sports;Electronic Arts;0;0.15;0;0.04;0.19; ; ;3.4;23;E
50 Cent: Blood on the Sand;PS3;2009;Shooter;THQ;0.1;0.06;0.01;0.03;0.19;72;37;7.1;58;M
Tenchu: Fatal Shadows;PS2;2004;Action;Sega;0.09;0.07;0;0.02;0.19;58;33;8;24;M
Taiko no Tatsujin: Wii U Version!;WiiU;2013;Misc;Namco Bandai Games;0;0;0.19;0;0.19; ; ; ; ;
Namco Museum Megamix;Wii;2010;Misc;Namco Bandai Games;0.17;0;0;0.01;0.19;53;12; ; ;E
Chaotic: Shadow Warriors;Wii;2009;Action;Activision;0.18;0;0;0.01;0.19; ; ; ; ;E10+
Driver: San Francisco;PC;2011;Racing;Ubisoft;0.06;0.1;0;0.03;0.19;80;11;7;336;T
The Legend of Spyro: A New Beginning;GC;2006;Platform;Vivendi Games;0.15;0.04;0;0.01;0.19;67;13;7.3;11;E10+
International Soccer;2600;1981;Sports;Mattel Interactive;0.18;0.01;0;0;0.19; ; ; ; ;
The Walking Dead: Season Two;PS3;2014;Adventure;Telltale Games;0.09;0.06;0;0.03;0.19; ; ; ; ;
Princess Maker: Yumemiru Yosei;PS;1997;Strategy;Sony Computer Entertainment;0;0;0.18;0.01;0.19; ; ; ; ;
Armored Core: For Answer;PS3;2008;Simulation;Ubisoft;0.06;0.02;0.1;0.01;0.19;62;22;7.6;31;T
Big Air;PS;1999;Sports;Accolade;0.1;0.07;0;0.01;0.19; ; ; ; ;
3rd Super Robot Wars Z Jigoku Hen;PSV;2014;Role-Playing;Namco Bandai Games;0;0;0.19;0;0.19; ; ; ; ;
Shining Force II;GEN;1993;Strategy;Sega;0;0;0.19;0;0.19; ; ; ; ;
Gallop Racer;PS;1999;Sports;Tecmo Koei;0;0;0.18;0.01;0.19; ; ; ; ;
Harry Potter and the Prisoner of Azkaban;X;2004;Action;Electronic Arts;0.14;0.04;0;0.01;0.19;67;23;8.8;10;E
Wheres Waldo? The Fantastic Journey;Wii;2009;Adventure;Ubisoft;0.17;0;0;0.01;0.19; ; ; ; ;E
Street Fighter X Tekken;PSV;2012;Fighting;Capcom;0.1;0.04;0.01;0.03;0.19;79;25;7.5;66;T
Sudoku Gridmaster (JP sales);DS;2006;Puzzle;Nintendo;0;0;0.19;0;0.19; ; ; ; ;
College Slam;PS;1995;Sports;Acclaim Entertainment;0.1;0.07;0;0.01;0.19; ; ; ; ;
Monsters vs. Aliens;PS2;2009;Action;Activision;0.11;0;0;0.08;0.19;64;4; ; ;E10+
Need for Speed: Shift 2 Unleashed;PC;2011;Racing;Electronic Arts;0.05;0.11;0;0.03;0.19; ; ; ; ;
Pro Yaky? Spirits 4;PS2;2007;Sports;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;
NBA Ballers: Chosen One;X360;2008;Sports;Midway Games;0.17;0;0;0.01;0.19;55;42;4.2;15;E
Tamagotchi Party On!;Wii;2006;Misc;Namco Bandai Games;0.12;0;0.06;0.01;0.19; ; ; ; ;
Daigasso! Band Brothers;DS;2004;Misc;Nintendo;0;0;0.19;0;0.19; ; ; ; ;
Singstar: Ultimate Party;PS4;2014;Misc;Sony Computer Entertainment Europe;0;0.16;0;0.03;0.19;47;19;4.1;18;
Rise of the Kasai;PS2;2005;Action;Sony Computer Entertainment;0.09;0.07;0;0.02;0.19;68;37;8;5;M
Thoroughbred Breeder;SNES;1993;Simulation;Hect;0;0;0.19;0;0.19; ; ; ; ;
Momotarou Dentetsu World;DS;2010;Misc;Hudson Soft;0;0;0.19;0;0.19; ; ; ; ;
Risen;X360;2009;Role-Playing;Deep Silver;0.07;0.11;0;0.01;0.19;60;37;6.4;77;M
Beyblade: Metal Fusion - Battle Fortress;Wii;2009;Action;Konami Digital Entertainment;0.15;0;0.03;0.01;0.19; ; ; ; ;
Nostalgia;DS;2008;Role-Playing;Tecmo Koei;0.16;0;0.02;0.01;0.19;72;36;7.6;20;E10+
Dynasty Warriors Gundam;X360;2007;Action;Namco Bandai Games;0.15;0.01;0.02;0.01;0.19;55;34;6.8;20;T
Kuma-Tomo;3DS;2013;Misc;Namco Bandai Games;0;0;0.19;0;0.19; ; ; ; ;
Chibi-Robo! Park Patrol;DS;2007;Adventure;Nintendo;0;0;0.19;0;0.19;78;14;7.5;13;E
IL-2 Sturmovik: Birds of Prey;PSP;2009;Simulation;505 Games;0.08;0.07;0;0.04;0.19; ; ;3;7;T
Jurassic: The Hunted;PS3;2009;Shooter;Activision;0.17;0;0;0.02;0.19; ; ;4.5;4;T
Farmtopia;DS;2010;Simulation;505 Games;0.18;0;0;0.01;0.19; ; ; ; ;E
DanceDanceRevolution;PS3;2010;Simulation;Konami Digital Entertainment;0.12;0.05;0;0.02;0.19;60;5; ; ;E10+
Ni Hao Kai-lan: Super Game Day;Wii;2009;Misc;Take-Two Interactive;0.17;0;0;0.01;0.19; ; ;8.5;4;E
One Piece: Unlimited Adventure;Wii;2007;Adventure;Namco Bandai Games;0.07;0;0.11;0.01;0.19;67;17;8.5;32;T
Conflict: Denied Ops;PS3;2008;Shooter;Eidos Interactive;0.05;0.1;0;0.03;0.19;51;28;3.1;25;M
Crash & Spyro Superpack;GBA;2005;Platform;Vivendi Games;0.13;0.05;0;0;0.19; ; ; ; ;
Reel Fishing Paradise 3D;3DS;2011;Sports;Marvelous Interactive;0.12;0;0.06;0.01;0.19;57;5; ; ;E
Phantasy Star Nova;PSV;2014;Role-Playing;Sega;0;0;0.19;0;0.19; ; ; ; ;
Binary Domain;X360;2012;Action;Sega;0.09;0.06;0.02;0.02;0.19;74;43;8.1;186;M
ThunderStrike 2;PS;1994;Simulation;Core Design Ltd.;0.1;0.07;0;0.01;0.19; ; ; ; ;
Magical ZhuZhu Princess: Carriages & Castles;DS;2011;Simulation;Activision;0.13;0.04;0;0.01;0.19; ; ; ; ;
Skylanders: SuperChargers;Wii;2015;Action;Activision;0.03;0.14;0;0.01;0.19; ; ; ; ;
Pro Yaky? Spirits 2012;PS3;2012;Sports;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;
Super Real Mahjong P V;SAT;1995;Misc;Seta Corporation;0;0;0.19;0;0.19; ; ; ; ;
Ice Age: Dawn of the Dinosaurs;PS3;2009;Action;Activision;0.13;0.03;0;0.02;0.19;67;23;7.3;7;E10+
Thomas the Tank Engine & Friends;GBA;2004;Adventure;Unknown;0.13;0.05;0;0;0.19; ; ; ; ;
Fairy Fencer F;PS3;2013;Role-Playing;Nippon Ichi Software;0.05;0.03;0.09;0.02;0.19;65;31;7.4;50;T
Penguin no Mondai X: Tenkuu no 7 Senshi;DS;2009;Action;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;
The Scorpion King: Sword of Osiris;GBA;2002;Action;Vivendi Games;0.13;0.05;0;0;0.19;72;14; ; ;E
Jeep Thrills;Wii;2008;Racing;Zoo Digital Publishing;0.17;0;0;0.01;0.19; ; ;5.7;9;E
Bubsy 3D;PS;1996;Platform;Accolade;0.1;0.07;0;0.01;0.19; ; ; ; ;
NCAA Final Four 2001;PS2;2000;Sports;Sony Computer Entertainment;0.09;0.07;0;0.02;0.19;49;10; ; ;E
Face Training;DS;2007;Misc;Nintendo;0;0;0.19;0;0.19; ; ; ; ;
Robin Hood: Defender of the Crown;PS2;2003;Strategy;Capcom;0.09;0.07;0;0.02;0.19;59;18;5.6;5;T
Barbie Horse Adventures: Riding Camp;Wii;2008;Sports;Activision;0.17;0;0;0.01;0.19; ; ; ; ;E
Pro Evolution Soccer 2014;3DS;2013;Action;Konami Digital Entertainment;0;0;0.19;0;0.19; ; ; ; ;E
SD Gundam GX;SNES;1994;Strategy;Namco Bandai Games;0;0;0.19;0;0.19; ; ; ; ;
R-Type Final;PS2;2003;Shooter;Metro 3D;0.09;0.07;0;0.02;0.19;79;50;9.1;21;E
Jackie Chan Adventures: Legend of the Dark Hand;GBA;2001;Action;Activision;0.13;0.05;0;0;0.19; ; ; ; ;
F1 2011;PC;2011;Racing;Codemasters;0;0.15;0;0.04;0.19;83;10;7.2;84;E
Air Conflicts: Secret Wars;PS3;2011;Simulation;bitComposer Games;0.1;0.06;0;0.03;0.19;51;8; ; ;T
Bolt;PS3;2008;Adventure;Disney Interactive Studios;0.12;0.04;0;0.02;0.19;59;11;6.8;6;E10+
Mathews Bowhunting;Wii;2010;Sports;Zoo Games;0.18;0;0;0.01;0.19; ; ; ; ;T
Sega GT 2002;X;2002;Racing;Sega;0.12;0.03;0.03;0.01;0.19;82;24;8.2;24;E
Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005;Action;Activision;0.09;0.07;0;0.02;0.19;68;13;8.1;15;E10+
Family Feud: 2012 Edition;Wii;2011;Misc;Ubisoft;0.17;0;0;0.01;0.19; ; ; ; ;E10+
Saints Row IV;PC;2013;Action;Deep Silver;0.11;0.06;0;0.02;0.19;86;45;7.4;1552;M
Samurai Warriors 2: Empires;PS2;2006;Action;Tecmo Koei;0;0;0.19;0;0.19;55;20;7.3;7;T
Earth Defense Force: Insect Armageddon;X360;2011;Shooter;D3Publisher;0.1;0.04;0.03;0.01;0.19;68;40;8.2;45;T
Blood Omen 2;X;2002;Action;Eidos Interactive;0.14;0.04;0;0.01;0.19;76;22;9;9;M
Major League Baseball 2K10;PS3;2010;Sports;Take-Two Interactive;0.17;0;0;0.01;0.19;74;19;5.3;4;E
J-League Pro Soccer Club o Tsukurou! 5;PS2;2007;Sports;Sega;0;0;0.19;0;0.19; ; ; ; ;
Harry Potter: Quidditch World Cup;X;2003;Sports;Electronic Arts;0.14;0.04;0;0.01;0.19;69;14;7.5;4;E
Dance Central: Spotlight;XOne;2014;Misc;Microsoft Game Studios;0.15;0.03;0;0;0.19;74;19;7;47;T
Little Battlers eXperience W;PSP;2012;Role-Playing;Level 5;0;0;0.19;0;0.19; ; ; ; ;
Warriors: Legends of Troy;PS3;2011;Action;Tecmo Koei;0.06;0.04;0.07;0.02;0.19;44;22;7;24;M
Arcania: Gothic 4;PC;2010;Role-Playing;JoWood Productions;0.09;0.08;0;0.02;0.19;63;25;4.4;309;T
La Pucelle: Tactics;PS2;2002;Role-Playing;Tecmo Koei;0.09;0.07;0;0.02;0.19;79;47;8.5;15;T
Disneys Meet the Robinsons;Wii;2007;Action;Disney Interactive Studios;0.17;0;0;0.01;0.19;62;11;6.3;4;E10+
Tiger Woods PGA Tour 07;X;2006;Sports;Electronic Arts;0.13;0.05;0;0.01;0.19;81;21;6.8;6;E
Star Wars: The Clone Wars & Tetris Worlds;X;2002;Misc;Microsoft Game Studios;0.14;0.04;0;0.01;0.19; ; ; ; ;
The Bee Game;DS;2007;Adventure;Midway Games;0.17;0;0;0.01;0.19; ; ; ; ;E
SBK X: Superbike World Championship;X360;2010;Racing;Black Bean Games;0.1;0.07;0;0.02;0.19;74;13;8.3;8;E10+
Rango: The Video Game;PS3;2011;Action;Electronic Arts;0.07;0.09;0;0.03;0.19;65;23;6.4;7;E10+
Shadows of the Damned;X360;2011;Action;Electronic Arts;0.1;0.06;0.01;0.02;0.19;76;76;8.4;139;M
EverQuest Online Adventures: Frontiers;PS2;2003;Role-Playing;Sony Online Entertainment;0.09;0.07;0;0.02;0.19;77;16;8.5;17;T
UFC Personal Trainer: The Ultimate Fitness System;Wii;2011;Sports;THQ;0.11;0.06;0;0.02;0.19;54;5; ; ;E
Phantasy Star Online Ver. 2;DC;2001;Role-Playing;Sega;0;0;0.19;0;0.19;80;10;8.9;18;T
Treasures of the Deep;PS;1997;Action;Namco Bandai Games;0.1;0.07;0;0.01;0.19; ; ; ; ;
Cabelas Survival: Shadows of Katmai;PS3;2011;Sports;Activision;0.11;0.05;0;0.02;0.18; ; ;7.4;5;T
Hot Wheels: Battle Force 5;Wii;2009;Racing;Activision;0.17;0;0;0.01;0.18; ; ; ; ;E10+
Go Play: Lumberjacks;Wii;2009;Simulation;Majesco Entertainment;0.17;0;0;0.01;0.18; ; ; ; ;E
Fight Clu;PS2;2004;Fighting;Vivendi Games;0.09;0.07;0;0.02;0.18;36;28;4.4;22;M
Samurai Warriors: State of War;PSP;2005;Action;Tecmo Koei;0.07;0;0.11;0.01;0.18;64;30;6.4;8;T
MotoGP 14 ;PS4;2014;Racing;Milestone S.r.l.;0.05;0.11;0;0.03;0.18;73;28;6.4;26;E
Cabelas Survival: Shadows of Katmai;X360;2011;Sports;Activision;0.14;0.03;0;0.01;0.18; ; ;3.5;6;T
Camping Mama: Outdoor Adventures;DS;2011;Simulation;505 Games;0.12;0.05;0;0.02;0.18;51;5; ; ;E
Dragon Blade: Wrath of Fire;Wii;2007;Action;D3Publisher;0.17;0;0;0.01;0.18;51;19;7.5;17;T
Dance Dance Revolution: Disney Grooves;Wii;2009;Simulation;Konami Digital Entertainment;0.17;0;0;0.01;0.18; ; ; ; ;E
Harvest Moon: A Wonderful Life Special Edition;PS2;2004;Simulation;505 Games;0.09;0.07;0;0.02;0.18; ; ;8.9;54;E
Sports Illustrated for Kids: Football;GBA;2003;Sports;BAM! Entertainment;0.13;0.05;0;0;0.18; ; ; ; ;
The Munchables;Wii;2009;Action;Namco Bandai Games;0.17;0;0;0.01;0.18;71;33;8.2;5;E
.hack//Quarantine Part 4: The Final Chapter;PS2;2003;Role-Playing;Atari;0.09;0.07;0;0.02;0.18; ; ; ; ;
Close Combat: First to Fight;X;2005;Shooter;Take-Two Interactive;0.14;0.04;0;0.01;0.18;69;46;7.8;10;T
Indiana Jones and the Emperors Tom;X;2003;Action;LucasArts;0.14;0.04;0;0.01;0.18;73;43;8.6;17;T
Buffy the Vampire Slayer: Chaos Bleeds;PS2;2003;Action;Vivendi Games;0.09;0.07;0;0.02;0.18;72;27;8.9;47;T
Active Health with Carol Vorderman;DS;2009;Sports;Nintendo;0;0.18;0;0.01;0.18; ; ; ; ;
Battle of Giants: Dinosaurs Strike;Wii;2010;Strategy;Ubisoft;0.14;0.03;0;0.01;0.18; ; ; ; ;E10+
Remington Super Slam Hunting: North America;Wii;2010;Sports;Mastiff;0.17;0;0;0.01;0.18; ; ; ; ;T
Reel Fishing II;PS;2000;Sports;Victor Interactive;0.1;0.07;0;0.01;0.18; ; ; ; ;
Squeeballs Party;Wii;2009;Puzzle;Performance Designed Products;0.17;0;0;0.01;0.18;59;16; ; ;E10+
Ty the Tasmanian Tiger;X;2002;Platform;Electronic Arts;0.14;0.04;0;0.01;0.18;68;13;8.5;11;E
Imagine: Babyz Fashion;DS;2009;Simulation;Ubisoft;0.17;0;0;0.01;0.18; ; ; ; ;E
Dead or Alive;SAT;1997;Fighting;Tecmo Koei;0;0;0.18;0;0.18; ; ; ; ;
Heavy Fire: Afghanistan;PS3;2011;Shooter;Mastiff;0.17;0;0;0.02;0.18;39;5;3.3;16;T
Driving Emotion Type-S;PS2;2000;Racing;Electronic Arts;0.04;0.03;0.11;0.01;0.18;55;18; ; ;E
Siren;PS2;2003;Adventure;Sony Computer Entertainment;0.09;0.07;0;0.02;0.18;72;48;7.6;42;M
Happy Cooking;DS;2006;Simulation;Ubisoft;0.17;0;0;0.01;0.18; ; ; ; ;E
NARC;X;2005;Shooter;Midway Games;0.14;0.04;0;0.01;0.18;51;27;2.8;6;M
Shape Up;XOne;2014;Misc;Ubisoft;0.08;0.09;0;0.01;0.18;58;6;8;29;E
NASCAR Unleashed;Wii;2011;Racing;Activision;0.17;0;0;0.01;0.18; ; ; ; ;E
Remember Me;X360;2013;Action;Capcom;0.11;0.06;0;0.02;0.18;70;42;7.5;268;M
Super Robot Taisen J;GBA;2005;Strategy;Banpresto;0;0;0.18;0;0.18; ; ; ; ;
Saw II: Flesh & Blood;PS3;2010;Action;Konami Digital Entertainment;0.1;0.06;0;0.02;0.18; ; ; ; ;
Cars: Race-O-Rama;PS3;2009;Racing;THQ;0.14;0.03;0;0.02;0.18;61;5; ; ;E
Hidden Mysteries: Vampire Secrets;DS;2010;Adventure;Astragon;0.06;0.11;0;0.02;0.18; ; ; ; ;E10+
Nep League DS;DS;2007;Sports;Jaleco;0;0;0.18;0;0.18; ; ; ; ;
Ar tonelico 2: Melody of Metafalica;PS2;2007;Role-Playing;Nippon Ichi Software;0.04;0.03;0.11;0.01;0.18; ; ; ; ;
Jewel Master: Cradle of Athena;DS;2010;Puzzle;Storm City Games;0.17;0;0;0.01;0.18; ; ; ; ;E10+
Casper: Friends Around the World;PS;2000;Action;TDK Core;0.1;0.07;0;0.01;0.18; ; ; ; ;
Jurassic Park III: Island Attack;GBA;2001;Adventure;Konami Digital Entertainment;0.13;0.05;0;0;0.18;57;6; ; ;E
Project X Zone 2: Brave New World;3DS;2015;Role-Playing;Namco Bandai Games;0.06;0.04;0.08;0.01;0.18; ; ; ; ;
Tekken Tag Tournament 2;WiiU;2012;Fighting;Namco Bandai Games;0.09;0.07;0.01;0.01;0.18; ; ; ; ;
