Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;User_Score;Price
Bound By Flame;PS4;2014;Role-Playing;Focus Home Interactive;0.2;5.9;36
Pro Yaky? Spirits 2013;PS3;2013;Sports;Konami Digital Entertainment;0.2;0;12
Cabelas North American Adventures;Wii;2010;Sports;Activision;0.2;0;22
Cabelas Big Game Hunter (2008);PS2;2007;Sports;Activision Value;0.2;0;16
The Cheetah Girls: Passport to Stardom;DS;2008;Misc;Disney Interactive Studios;0.2;0;15
Grandia II;DC;2000;Role-Playing;Ubisoft;0.2;8.8;22
Namco Museum Vol.4;PS;1996;Misc;Sony Computer Entertainment;0.2;0;7
Ridge Racer 6;X360;2005;Racing;Namco Bandai Games;0.2;7.1;17
Shark Tale;X;2004;Action;Activision;0.2;0;25
NFL Street 2;GC;2004;Sports;Electronic Arts;0.2;0;25
Pro Evolution Soccer 2017;PS3;2016;Sports;Konami Digital Entertainment;0.2;6.5;31
Pro Yaky? Spirits 2013;PSP;2013;Sports;Konami Digital Entertainment;0.2;0;30
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;PS2;2005;Action;Konami Digital Entertainment;0.2;7;17
My Secret World by Imagine;DS;2008;Misc;Ubisoft;0.2;8.8;35
Record of Agarest War;X360;2008;Role-Playing;Compile Heart;0.2;7;20
Earth Defense Force: Insect Armageddon;PS3;2011;Shooter;D3Publisher;0.2;7;23
Gladius;PS2;2003;Strategy;Activision;0.2;8;13
Dave Mirra Freestyle BMX 2;X;2001;Sports;Acclaim Entertainment;0.2;8.2;24
Kan Colle Kai;PSV;2016;Action;Kadokawa Games;0.2;0;44
Pro Yaky? Spirits 2012;PSP;2012;Sports;Konami Digital Entertainment;0.2;0;10
SpongeBob SquarePants: Revenge of the Flying Dutchman;GC;2002;Platform;THQ;0.2;8.3;35
XCOM 2;PS4;2016;Strategy;Take-Two Interactive;0.2;7.8;18
Resident Evil: Revelations;WiiU;2013;Action;Capcom;0.2;7.5;42
Just Dance: Greatest Hits;Wii;2012;Misc;Ubisoft;0.2;0;20
Taiko no Tatsujin: Go! Go! Godaime;PS2;2004;Misc;Namco Bandai Games;0.2;0;27
Taiko Drum Master;PS2;2004;Misc;Namco Bandai Games;0.2;8.1;39
Bust-A-Move 2 Arcade Edition;PS;1995;Puzzle;Acclaim Entertainment;0.2;0;12
DanceMasters;X360;2010;Misc;Konami Digital Entertainment;0.2;6.4;18
Tetris Worlds (Online Edition);X;2003;Puzzle;THQ;0.2;0;15
Total War: Shogun 2 - Fall of the Samurai;PC;2012;Strategy;Sega;0.2;0;15
Soldier of Fortune: Payback;X360;2007;Shooter;Activision;0.2;5.6;43
Super Baseball Simulator 1.000;SNES;1991;Sports;Culture Brain;0.2;0;2
Forgotten Realms: Demon Stone;PS2;2004;Action;Atari;0.2;6.8;10
Afro Samurai;PS3;2009;Action;Atari;0.2;6.1;14
Neighborhood Games;Wii;2009;Misc;THQ;0.2;0;21
Looney Tunes: Space Race;PS2;2002;Racing;Infogrames;0.2;0;16
Puzzle Challenge: Crosswords and More!;PSP;2006;Puzzle;Crave Entertainment;0.2;0;31
Dynasty Warriors 8: Empires;PS4;2014;Action;Tecmo Koei;0.2;7.3;41
The Amazing Spider-Man (Console Version);DS;2012;Action;Activision;0.2;0;35
Backyard Hockey;GBA;2003;Sports;Atari;0.2;0;32
Playboy: The Mansion;PS2;2005;Simulation;Ubisoft;0.2;7.5;19
Jikkyou Powerful Pro Yakyuu 2010;PSP;2010;Sports;Konami Digital Entertainment;0.2;0;12
Sid Meiers Pirates!;PSP;2007;Strategy;Take-Two Interactive;0.2;0;42
Ore no Shikabane o Koete Yuke;PSP;2011;Role-Playing;Sony Computer Entertainment;0.2;0;25
Baja: Edge of Control;X360;2008;Racing;THQ;0.2;7.1;27
Tiger Woods PGA Tour 06;PSP;2005;Sports;Electronic Arts;0.2;7.9;23
Shaman King: Spirit of Shamans;PS;2002;Action;Namco Bandai Games;0.2;0;17
Ratatouille;GBA;2007;Action;THQ;0.2;0;22
Bleach: The 3rd Phantom;DS;2008;Role-Playing;Sega;0.2;8;26
The Fairly Odd Parents: Enter the Cleft;GBA;2002;Platform;THQ;0.2;0;38
Untold Legends: Dark Kingdom;PS3;2006;Role-Playing;Electronic Arts;0.2;7.2;25
MC Groovz Dance Craze;GC;2004;Misc;Mad Catz;0.2;6.8;36
The Thing;X;2002;Adventure;Vivendi Games;0.2;6.6;12
Tom and Jerry in House Trap;PS;2000;Action;Ubisoft;0.2;0;32
Mahjongg Mysteries: Ancient Egypt;DS;2010;Puzzle;Avanquest;0.2;0;29
Power Rangers: Time Force;GBA;2001;Action;THQ;0.2;0;19
Jikkyou Powerful Pro Yakyuu 2011;PSP;2011;Sports;Konami Digital Entertainment;0.2;0;27
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan;DS;2006;Misc;Shogakukan;0.2;0;19
Plants vs. Zombies;PS3;2011;Strategy;PopCap Games;0.2;7.9;18
Baldurs Gate: Dark Alliance;X;2002;Role-Playing;Virgin Interactive;0.2;8.3;30
Prince of Persia: Warrior Within;GC;2004;Action;Ubisoft;0.2;8.6;39
Aikatsu! Cinderella Lesson;3DS;2012;Role-Playing;Namco Bandai Games;0.2;0;38
UFC: Tapout;X;2002;Fighting;Crave Entertainment;0.2;0;30
Arcana Heart 3;PS3;2011;Fighting;PQube;0.2;7.5;11
Cabelas Survival: Shadows of Katmai;Wii;2011;Sports;Activision;0.2;8;14
Tom Clancys Splinter Cell: Blacklist;PC;2013;Action;Ubisoft;0.2;7.4;34
ReCore;XOne;2016;Action;Microsoft Game Studios;0.2;6.6;40
Warriors Orochi;X360;2007;Action;Tecmo Koei;0.2;7.4;37
Armored Core 4;PS3;2006;Simulation;505 Games;0.2;6.8;14
Predator: Concrete Jungle;PS2;2005;Action;Vivendi Games;0.2;8.8;14
X-Men Origins: Wolverine;DS;2009;Action;Activision;0.2;8.1;40
Big Mutha Truckers 2;PS2;2005;Racing;Xplosiv;0.2;2.1;15
Solatorobo: Red the Hunter;DS;2010;Role-Playing;Nintendo;0.2;8;34
CSI: Unsolved!;DS;2010;Adventure;Ubisoft;0.2;0;19
Castlevania: Lords of Shadow 2;PS3;2014;Action;Konami Digital Entertainment;0.2;7.7;34
Shutter Island;PC;2009;Adventure;Merscom LLC;0.2;0;37
Just Dance 2: Extra Songs;Wii;2011;Misc;Ubisoft;0.2;0;44
NHL FaceOff 2001;PS2;2001;Sports;Sony Computer Entertainment;0.2;4;24
Destiny: The Collection;XOne;2016;Shooter;Activision;0.2;6.2;31
Mana Khemia 2: Fall of Alchemy;PS2;2008;Role-Playing;Gust;0.2;8.2;32
The Great Escape;PS2;2003;Action;SCi;0.2;8;32
Dexters Lab Chess Challenge;GBA;2002;Misc;BAM! Entertainment;0.2;0;40
Sword Art Online: Hollow Realization;PSV;2016;Role-Playing;Namco Bandai Games;0.2;6.9;11
Way of the Samurai 4;PS3;2011;Action;Nippon Ichi Software;0.2;6.5;41
Big Mutha Truckers;X;2002;Racing;Empire Interactive;0.19;4.3;23
ESA Foundation Compilation;PS2;2005;Misc;Sony Computer Entertainment;0.19;0;35
The Hobbit;GBA;2003;Platform;Vivendi Games;0.19;9.2;17
Chronicles of Mystery: Curse of the Ancient Temple;DS;2009;Adventure;City Interactive;0.19;0;13
The King of Fighters XI;PS2;2006;Fighting;Ignition Entertainment;0.19;8.5;18
Tom Clancys Splinter Cell: Essentials;PSP;2006;Shooter;Ubisoft;0.19;7.5;29
The Naked Brothers Band: The Video Game;DS;2008;Misc;THQ;0.19;0;12
Dragon Ball Z: Idainaru Dragon Ball Densetsu;PS;1996;Fighting;Namco Bandai Games;0.19;0;3
Dead Space 3;PC;2013;Action;Electronic Arts;0.19;6;12
Family Guy;PSP;2006;Action;Take-Two Interactive;0.19;6.3;28
Major League Baseball 2K12;PS3;2012;Sports;Take-Two Interactive;0.19;4.4;24
Yoga Wii;Wii;2009;Sports;JoWood Productions;0.19;0;17
Harry Potter and the Goblet of Fire;PSP;2005;Action;Electronic Arts;0.19;7.4;22
Sniper Elite;PS2;2005;Shooter;Ubisoft;0.19;8.9;21
The Smurfs 2;DS;2013;Platform;Ubisoft;0.19;0;40
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS;DS;2005;Action;Sega;0.19;0;12
Parlor! Mini 4;SNES;1996;Misc;Nippon Telenet;0.19;0;6
Breath of Fire II;GBA;2001;Role-Playing;Ubisoft;0.19;8.6;27
Test Drive Unlimited 2;PC;2011;Racing;Atari;0.19;5.7;11
Iron Chef America: Supreme Cuisine;DS;2008;Simulation;Destineer;0.19;0;17
Danganronpa 2: Goodbye Despair;PSP;2012;Misc;Spike;0.19;0;23
Ice Age 2: The Meltdown;GC;2006;Platform;Vivendi Games;0.19;0;31
Conan;X360;2007;Action;THQ;0.19;7.3;44
Steins Gate;PSP;2011;Adventure;Kadokawa Shoten;0.19;0;23
Dinotopia: The Timestone Pirates;GBA;2002;Action;TDK Core;0.19;0;26
Power Pro Kun Pocket 12;DS;2009;Sports;Konami Digital Entertainment;0.19;0;39
No More Heroes: Heroes Paradise;PS3;2010;Action;Konami Digital Entertainment;0.19;7.3;44
Petz Pony: Beauty Pageant;DS;2009;Simulation;Ubisoft;0.19;0;20
Rune Factory: Tides of Destiny;Wii;2011;Role-Playing;Marvelous Interactive;0.19;7;35
J-League Jikkyou Winning Eleven 3;PS;1997;Sports;Konami Digital Entertainment;0.19;0;2
Jissen Pachi-Slot Hisshouhou;SNES;1993;Misc;Sammy Corporation;0.19;0;9
Captain America: Super Soldier;PS3;2011;Action;Sega;0.19;7.3;30
Pac-Man & Galaga Dimensions;3DS;2011;Misc;Namco Bandai Games;0.19;0;41
Aliens vs Predator;PC;2010;Shooter;Sega;0.19;7.4;31
Manhunt;X;2004;Action;Take-Two Interactive;0.19;7.9;21
NCAA Final Four 2003;PS2;2002;Sports;Sony Computer Entertainment;0.19;6;11
Evolve;PC;2015;Shooter;Take-Two Interactive;0.19;4.3;38
Dynasty Warriors: Gundam 2;X360;2008;Action;Namco Bandai Games;0.19;7;10
WWE 2K17;X360;2016;Sports;Take-Two Interactive;0.19;0;35
Dream Salon;DS;2009;Misc;Zoo Digital Publishing;0.19;0;19
We Wish You A Merry Christmas;Wii;2009;Action;Destineer;0.19;0;19
Spectrobes: Origins;Wii;2009;Role-Playing;Disney Interactive Studios;0.19;8.4;41
Rock Band Country Track Pack;PS3;2009;Misc;MTV Games;0.19;0;41
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken;3DS;2015;Action;Capcom;0.19;0;30
J-League Excite Stage 96;SNES;1996;Sports;Epoch;0.19;0;12
New Love Plus;3DS;2012;Simulation;Konami Digital Entertainment;0.19;0;20
Rock Band Track Pack Volume 2;X360;2008;Misc;MTV Games;0.19;0;31
Breath of Fire: Dragon Quarter;PS2;2002;Role-Playing;Capcom;0.19;6.9;25
Jikkyou J-League Perfect Striker;N64;1996;Sports;Konami Digital Entertainment;0.19;0;5
Super Robot Taisen: Scramble Commander;PS2;2003;Strategy;Banpresto;0.19;0;13
Shiren the Wanderer;Wii;2008;Role-Playing;Sega;0.19;7.6;38
Re-Volt;PS;1998;Racing;Acclaim Entertainment;0.19;0;9
Descent;PS;1996;Shooter;Interplay;0.19;0;4
Dantes Inferno;PSP;2010;Action;Electronic Arts;0.19;8.1;19
Shaun White Skateboarding;PS3;2010;Sports;Ubisoft;0.19;6.5;23
Guilty Gear Xrd: Sign;PS3;2014;Fighting;Arc System Works;0.19;0;38
Spore Hero Arena;DS;2009;Simulation;Electronic Arts;0.19;2.6;39
Disneys Magical Mirror Starring Mickey Mouse;GC;2002;Adventure;Nintendo;0.19;8.9;25
Enchanted Arms;X360;2006;Role-Playing;Ubisoft;0.19;6.9;31
Are You Smarter Than a 5th Grader? Back to School;Wii;2010;Misc;Nintendo;0.19;0;18
Conflict: Denied Ops;X360;2008;Shooter;Eidos Interactive;0.19;4.9;19
3rd Super Robot Wars Z: Tengoku-Hen;PSV;2015;Action;Namco Bandai Games;0.19;0;34
The Rise of the Argonauts;PS3;2008;Role-Playing;Codemasters;0.19;0;42
101-in-1 Explosive Megamix;DS;2008;Puzzle;Nordcurrent;0.19;0;13
Barbie Fashion Show: An Eye for Style;DS;2008;Misc;Activision;0.19;0;17
God Eater Resurrection;PSV;2015;Action;Namco Bandai Games;0.19;8.3;21
IHRA Professional Drag Racing 2005;PS2;2004;Racing;Bethesda Softworks;0.19;0;14
Mace Griffin: Bounty Hunter;PS2;2003;Shooter;Electronic Arts;0.19;8.3;40
Legacy of Kain: Defiance;X;2003;Action;Eidos Interactive;0.19;7.9;22
Final Fantasy XI;X360;2006;Role-Playing;Square Enix;0.19;6.5;34
Fighter Within;XOne;2013;Fighting;Ubisoft;0.19;3;12
Scene It? Twilight;DS;2010;Misc;Konami Digital Entertainment;0.19;0;34
Trivial Pursuit unhinged;PS2;2004;Misc;Atari;0.19;0;16
Tales of the World: Narikiri Dungeon 2;GBA;2002;Role-Playing;Namco Bandai Games;0.19;0;14
Peter Jacksons King Kong: The Official Game of the Movie;PSP;2005;Action;Ubisoft;0.19;6.4;43
Shrek: Forever After;PS3;2010;Platform;Activision;0.19;4.5;16
Godzilla (2015);PS4;2014;Action;Namco Bandai Games;0.19;0;21
Aliens versus Predator: Extinction;PS2;2003;Strategy;Electronic Arts;0.19;8.4;40
The Spiderwick Chronicles;Wii;2008;Action;Vivendi Games;0.19;0;34
Silent Scope 2: Dark Silhouette;PS2;2001;Shooter;Konami Digital Entertainment;0.19;0;42
Dave Mirra Freestyle BMX 2;GBA;2001;Sports;Acclaim Entertainment;0.19;0;40
Senran Kagura: Estival Versus;PS4;2015;Action;Marvelous Interactive;0.19;8;38
X-Men Origins: Wolverine;PSP;2009;Action;Activision;0.19;7.5;21
Jikkyou Powerful Pro Yakyuu 96 Kaimakuban;SNES;1996;Sports;Konami Digital Entertainment;0.19;0;7
Marvel Super Hero Squad: Comic Combat;PS3;2011;Action;THQ;0.19;0;20
NHL Hitz Pro;PS2;2003;Sports;Midway Games;0.19;8.9;41
Tokimeki Memorial Girls Side 3rd Story;DS;2010;Adventure;Konami Digital Entertainment;0.19;0;20
Allied General;PS;1996;Strategy;SSI;0.19;0;8
Space Invaders Extreme 2;DS;2009;Shooter;Square Enix;0.19;7.1;36
Fire ProWrestling G;PS;1999;Fighting;Human Entertainment;0.19;0;9
Kamen Rider: Battride War;PS3;2013;Action;Namco Bandai Games;0.19;0;18
Need for Speed: The Run;3DS;2011;Action;Electronic Arts;0.19;6;19
The Sims 4: City Living;PC;2016;Simulation;Electronic Arts;0.19;6.3;26
Metal Gear Solid V: The Phantom Pain;X360;2015;Action;Konami Digital Entertainment;0.19;7.2;16
Payday 2;XOne;2015;Shooter;505 Games;0.19;0;37
Supreme Commander 2;PC;2010;Strategy;Square Enix;0.19;6.2;18
Avatar: The Last Airbender - Into the Inferno;Wii;2008;Adventure;THQ;0.19;0;16
Dawn of Discovery;Wii;2009;Simulation;Ubisoft;0.19;8.5;40
Quantum Theory;PS3;2010;Shooter;Tecmo Koei;0.19;5.3;40
Naruto: Ninja Destiny;DS;2006;Fighting;Namco Bandai Games;0.19;4.4;31
GunGriffon;SAT;1995;Simulation;Sega;0.19;0;10
The Lord of the Rings: War in the North;PC;2011;Action;Warner Bros. Interactive Entertainment;0.19;7.1;19
SNK Arcade Classics Vol. 1;PS2;2008;Misc;Ignition Entertainment;0.19;0;41
SingStar Pop Vol.2;PS2;2008;Misc;Sony Computer Entertainment;0.19;0;11
Darkstalkers 3;PS;1998;Fighting;Capcom;0.19;0;10
International Cricket 2010;PS3;2010;Sports;Codemasters;0.19;0;22
Frequency;PS2;2001;Misc;Sony Computer Entertainment;0.19;9;35
Inazuma Eleven Strikers 2012 Xtreme;Wii;2011;Role-Playing;Level 5;0.19;0;20
The Polar Express;GBA;2004;Adventure;THQ;0.19;0;30
SpongeBob SquigglePants 3D;3DS;2011;Misc;THQ;0.19;5.8;35
2002 FIFA World Cup;X;2002;Sports;Electronic Arts;0.19;9;21
South Park: The Stick of Truth;PC;2014;Role-Playing;Ubisoft;0.19;8.6;37
Jampack: Summer 2003 (RP-T);PS2;2003;Misc;Sony Computer Entertainment;0.19;0;17
Froggers Adventures 2: The Lost Wand;GBA;2002;Adventure;Konami Digital Entertainment;0.19;0;38
Hot Wheels: Track Attack;Wii;2010;Racing;THQ;0.19;0;35
Majin and the Forsaken Kingdom;X360;2010;Adventure;Namco Bandai Games;0.19;8.1;20
Sudeki;X;2004;Role-Playing;Microsoft Game Studios;0.19;8.4;25
Silent Hill HD Collection;X360;2012;Action;Konami Digital Entertainment;0.19;5.6;17
Arc Rise Fantasia;Wii;2009;Role-Playing;Marvelous Interactive;0.19;7.8;16
Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan Boku to Himitsu no Chizu;PSP;2009;Adventure;Sony Computer Entertainment;0.19;0;42
SpongeBos Surf & Skate Roadtrip;X360;2011;Action;THQ;0.19;0;14
Hexen;N64;1996;Shooter;GT Interactive;0.19;0;13
Sesame Street: Elmos Number Journey;N64;1999;Misc;NewKidCo;0.19;0;7
Quake;N64;1998;Shooter;GT Interactive;0.19;0;10
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales);N64;1996;Sports;Imagineer;0.19;0;11
Puyo Puyo Sun 64;N64;1997;Puzzle;Compile;0.19;0;13
AeroFighters Assault;N64;1997;Action;Video System;0.19;0;3
Mace: The Dark Age;N64;1997;Fighting;GT Interactive;0.19;0;2
Tottadoo! Yoiko no Mujintou Seikatsu;DS;2008;Adventure;Namco Bandai Games;0.19;0;25
Teenage Mutant Ninja Turtles 2: Battle Nexus;GC;2004;Action;Konami Digital Entertainment;0.19;4.6;36
Atelier Shallie: Alchemists of the Dusk Sea;PS3;2014;Role-Playing;Tecmo Koei;0.19;7.8;20
Barbie Horse Adventures: Riding Camp;PS2;2008;Sports;Activision;0.19;0;13
MLB 12: The Show;PSV;2012;Sports;Sony Computer Entertainment;0.19;7.8;28
SSX Tricky;GBA;2002;Sports;Electronic Arts;0.19;0;29
WWE All Stars;Wii;2011;Fighting;THQ;0.19;7;44
Kenka Banchou 4: Ichinen Sensou;PSP;2010;Action;Spike;0.19;0;21
Warhammer: Shadow of the Horned Rat;PS;1996;Strategy;Mindscape;0.19;0;8
Spider-Man: Shattered Dimensions;DS;2010;Action;Activision;0.19;7;15
NBA 2K11;PC;2010;Action;Take-Two Interactive;0.19;8.6;38
Pet Zombies;3DS;2011;Simulation;Majesco Entertainment;0.19;0;44
Pro Yakyuu Team o Tsukurou!;DS;2008;Sports;Sega;0.19;0;39
Mystery Tales of Time Travel;DS;2010;Puzzle;Foreign Media Games;0.19;0;25
FaceBreaker;X360;2008;Fighting;Electronic Arts;0.19;6.3;32
ESPN International Track & Field;PS2;2000;Sports;Konami Digital Entertainment;0.19;0;14
Injustice: Gods Among Us;WiiU;2013;Fighting;Warner Bros. Interactive Entertainment;0.19;8;41
Tomb Raider: Underworld;DS;2008;Action;Eidos Interactive;0.19;8.4;11
Lunar Legend;GBA;2002;Role-Playing;Media Rings;0.19;7.8;29
Conflict: Global Terror;PS2;2005;Shooter;Eidos Interactive;0.19;8.5;42
Jikkyou Powerful Pro Baseball 2016;PSV;2016;Sports;Konami Digital Entertainment;0.19;0;41
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion;PS2;2006;Misc;D3Publisher;0.19;0;18
NASCAR Unleashed;3DS;2011;Racing;Activision;0.19;0;21
How to Train Your Dragon 2;Wii;2014;Adventure;Little Orbit;0.19;0;25
Nobunaga no Yabou: Souzou;PS3;2013;Strategy;Tecmo Koei;0.19;0;23
Death Jr.;PSP;2005;Platform;Konami Digital Entertainment;0.19;7.3;32
Hulk;GC;2003;Action;Universal Interactive;0.19;7.4;39
Boogie;PS2;2007;Misc;Electronic Arts;0.19;0;22
Arcade Shooting Gallery;Wii;2008;Shooter;Zoo Games;0.19;0;12
Gungrave;PS2;2002;Shooter;Activision;0.19;8.6;14
Phantasy Star Universe;PS2;2006;Role-Playing;Sega;0.19;8.5;27
Schlag den Raa;Wii;2010;Misc;Namco Bandai Games;0.19;0;39
Transworld Surf;PS2;2002;Sports;Atari;0.19;8.5;10
Metro: Last Light;PC;2013;Action;Deep Silver;0.19;8.6;14
FIFA 14;PSP;2013;Sports;Electronic Arts;0.19;3.4;33
50 Cent: Blood on the Sand;PS3;2009;Shooter;THQ;0.19;7.1;26
Tenchu: Fatal Shadows;PS2;2004;Action;Sega;0.19;8;24
Taiko no Tatsujin: Wii U Version!;WiiU;2013;Misc;Namco Bandai Games;0.19;0;44
Namco Museum Megamix;Wii;2010;Misc;Namco Bandai Games;0.19;0;25
Chaotic: Shadow Warriors;Wii;2009;Action;Activision;0.19;0;18
Driver: San Francisco;PC;2011;Racing;Ubisoft;0.19;7;25
The Legend of Spyro: A New Beginning;GC;2006;Platform;Vivendi Games;0.19;7.3;29
International Soccer;2600;1981;Sports;Mattel Interactive;0.19;0;11
The Walking Dead: Season Two;PS3;2014;Adventure;Telltale Games;0.19;0;12
Princess Maker: Yumemiru Yosei;PS;1997;Strategy;Sony Computer Entertainment;0.19;0;10
Armored Core: For Answer;PS3;2008;Simulation;Ubisoft;0.19;7.6;26
Big Air;PS;1999;Sports;Accolade;0.19;0;13
3rd Super Robot Wars Z Jigoku Hen;PSV;2014;Role-Playing;Namco Bandai Games;0.19;0;27
Shining Force II;GEN;1993;Strategy;Sega;0.19;0;6
Gallop Racer;PS;1999;Sports;Tecmo Koei;0.19;0;12
Harry Potter and the Prisoner of Azkaban;X;2004;Action;Electronic Arts;0.19;8.8;13
Wheres Waldo? The Fantastic Journey;Wii;2009;Adventure;Ubisoft;0.19;0;31
Street Fighter X Tekken;PSV;2012;Fighting;Capcom;0.19;7.5;44
Sudoku Gridmaster (JP sales);DS;2006;Puzzle;Nintendo;0.19;0;23
College Slam;PS;1995;Sports;Acclaim Entertainment;0.19;0;11
Monsters vs. Aliens;PS2;2009;Action;Activision;0.19;0;12
Need for Speed: Shift 2 Unleashed;PC;2011;Racing;Electronic Arts;0.19;0;35
Pro Yaky? Spirits 4;PS2;2007;Sports;Konami Digital Entertainment;0.19;0;22
NBA Ballers: Chosen One;X360;2008;Sports;Midway Games;0.19;4.2;15
Tamagotchi Party On!;Wii;2006;Misc;Namco Bandai Games;0.19;0;17
Daigasso! Band Brothers;DS;2004;Misc;Nintendo;0.19;0;10
Singstar: Ultimate Party;PS4;2014;Misc;Sony Computer Entertainment Europe;0.19;4.1;44
Rise of the Kasai;PS2;2005;Action;Sony Computer Entertainment;0.19;8;31
Thoroughbred Breeder;SNES;1993;Simulation;Hect;0.19;0;6
Momotarou Dentetsu World;DS;2010;Misc;Hudson Soft;0.19;0;27
Risen;X360;2009;Role-Playing;Deep Silver;0.19;6.4;25
Beyblade: Metal Fusion - Battle Fortress;Wii;2009;Action;Konami Digital Entertainment;0.19;0;35
Nostalgia;DS;2008;Role-Playing;Tecmo Koei;0.19;7.6;18
Dynasty Warriors Gundam;X360;2007;Action;Namco Bandai Games;0.19;6.8;12
Kuma-Tomo;3DS;2013;Misc;Namco Bandai Games;0.19;0;27
Chibi-Robo! Park Patrol;DS;2007;Adventure;Nintendo;0.19;7.5;38
IL-2 Sturmovik: Birds of Prey;PSP;2009;Simulation;505 Games;0.19;3;37
Jurassic: The Hunted;PS3;2009;Shooter;Activision;0.19;4.5;17
Farmtopia;DS;2010;Simulation;505 Games;0.19;0;12
DanceDanceRevolution;PS3;2010;Simulation;Konami Digital Entertainment;0.19;0;31
Ni Hao Kai-lan: Super Game Day;Wii;2009;Misc;Take-Two Interactive;0.19;8.5;34
One Piece: Unlimited Adventure;Wii;2007;Adventure;Namco Bandai Games;0.19;8.5;26
Conflict: Denied Ops;PS3;2008;Shooter;Eidos Interactive;0.19;3.1;17
Crash & Spyro Superpack;GBA;2005;Platform;Vivendi Games;0.19;0;21
Reel Fishing Paradise 3D;3DS;2011;Sports;Marvelous Interactive;0.19;0;23
Phantasy Star Nova;PSV;2014;Role-Playing;Sega;0.19;0;42
Binary Domain;X360;2012;Action;Sega;0.19;8.1;21
ThunderStrike 2;PS;1994;Simulation;Core Design Ltd.;0.19;0;3
Magical ZhuZhu Princess: Carriages & Castles;DS;2011;Simulation;Activision;0.19;0;40
Skylanders: SuperChargers;Wii;2015;Action;Activision;0.19;0;19
Pro Yaky? Spirits 2012;PS3;2012;Sports;Konami Digital Entertainment;0.19;0;11
Super Real Mahjong P V;SAT;1995;Misc;Seta Corporation;0.19;0;2
Ice Age: Dawn of the Dinosaurs;PS3;2009;Action;Activision;0.19;7.3;43
Thomas the Tank Engine & Friends;GBA;2004;Adventure;Unknown;0.19;0;40
Fairy Fencer F;PS3;2013;Role-Playing;Nippon Ichi Software;0.19;7.4;27
Penguin no Mondai X: Tenkuu no 7 Senshi;DS;2009;Action;Konami Digital Entertainment;0.19;0;32
The Scorpion King: Sword of Osiris;GBA;2002;Action;Vivendi Games;0.19;0;22
Jeep Thrills;Wii;2008;Racing;Zoo Digital Publishing;0.19;5.7;18
Bubsy 3D;PS;1996;Platform;Accolade;0.19;0;13
NCAA Final Four 2001;PS2;2000;Sports;Sony Computer Entertainment;0.19;0;27
Face Training;DS;2007;Misc;Nintendo;0.19;0;19
Robin Hood: Defender of the Crown;PS2;2003;Strategy;Capcom;0.19;5.6;33
Barbie Horse Adventures: Riding Camp;Wii;2008;Sports;Activision;0.19;0;23
Pro Evolution Soccer 2014;3DS;2013;Action;Konami Digital Entertainment;0.19;0;31
SD Gundam GX;SNES;1994;Strategy;Namco Bandai Games;0.19;0;2
R-Type Final;PS2;2003;Shooter;Metro 3D;0.19;9.1;24
Jackie Chan Adventures: Legend of the Dark Hand;GBA;2001;Action;Activision;0.19;0;17
F1 2011;PC;2011;Racing;Codemasters;0.19;7.2;42
Air Conflicts: Secret Wars;PS3;2011;Simulation;bitComposer Games;0.19;0;29
Bolt;PS3;2008;Adventure;Disney Interactive Studios;0.19;6.8;14
Mathews Bowhunting;Wii;2010;Sports;Zoo Games;0.19;0;36
Sega GT 2002;X;2002;Racing;Sega;0.19;8.2;16
Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005;Action;Activision;0.19;8.1;41
Family Feud: 2012 Edition;Wii;2011;Misc;Ubisoft;0.19;0;12
Saints Row IV;PC;2013;Action;Deep Silver;0.19;7.4;11
Samurai Warriors 2: Empires;PS2;2006;Action;Tecmo Koei;0.19;7.3;33
Earth Defense Force: Insect Armageddon;X360;2011;Shooter;D3Publisher;0.19;8.2;30
Blood Omen 2;X;2002;Action;Eidos Interactive;0.19;9;40
Major League Baseball 2K10;PS3;2010;Sports;Take-Two Interactive;0.19;5.3;18
J-League Pro Soccer Club o Tsukurou! 5;PS2;2007;Sports;Sega;0.19;0;18
Harry Potter: Quidditch World Cup;X;2003;Sports;Electronic Arts;0.19;7.5;33
Dance Central: Spotlight;XOne;2014;Misc;Microsoft Game Studios;0.19;7;40
Little Battlers eXperience W;PSP;2012;Role-Playing;Level 5;0.19;0;44
Warriors: Legends of Troy;PS3;2011;Action;Tecmo Koei;0.19;7;28
Arcania: Gothic 4;PC;2010;Role-Playing;JoWood Productions;0.19;4.4;16
La Pucelle: Tactics;PS2;2002;Role-Playing;Tecmo Koei;0.19;8.5;13
Disneys Meet the Robinsons;Wii;2007;Action;Disney Interactive Studios;0.19;6.3;22
Tiger Woods PGA Tour 07;X;2006;Sports;Electronic Arts;0.19;6.8;39
Star Wars: The Clone Wars & Tetris Worlds;X;2002;Misc;Microsoft Game Studios;0.19;0;23
